event_id,session_id,timestamp,action_type,content
100397_158_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 158, ""movie_title"": ""Casper (1995)"", ""rating"": 2.0, ""system_rating"": 2.43931611149503}"
100397_349_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 349, ""movie_title"": ""Clear and Present Danger (1994)"", ""rating"": 4.0, ""system_rating"": 3.36236923638775}"
100397_349_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 349, ""movie_title"": ""Clear and Present Danger (1994)"", ""rating"": 4.0, ""system_rating"": 3.32021137209602}"
100397_349_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 349, ""movie_title"": ""Clear and Present Danger (1994)"", ""rating"": 4.0, ""system_rating"": 3.30240841661502}"
100397_733_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 733, ""movie_title"": ""Rock, The (1996)"", ""rating"": 5.0, ""system_rating"": 3.2985068347021}"
100397_1356_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 1356, ""movie_title"": ""Star Trek: First Contact (1996)"", ""rating"": 4.0, ""system_rating"": 3.34179611438362}"
100397_1356_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 1356, ""movie_title"": ""Star Trek: First Contact (1996)"", ""rating"": 4.0, ""system_rating"": 3.34085462742937}"
100397_2167_946839609,100397,2000-01-02 19:00:09,RATE,"{""movie_id"": 2167, ""movie_title"": ""Blade (1998)"", ""rating"": 3.0, ""system_rating"": 2.85608638952648}"
100397_316_946839642,100397,2000-01-02 19:00:42,RATE,"{""movie_id"": 316, ""movie_title"": ""Stargate (1994)"", ""rating"": 3.0, ""system_rating"": 2.94353364576731}"
100397_316_946839642,100397,2000-01-02 19:00:42,RATE,"{""movie_id"": 316, ""movie_title"": ""Stargate (1994)"", ""rating"": 3.0, ""system_rating"": 2.96321520616526}"
100397_648_946839642,100397,2000-01-02 19:00:42,RATE,"{""movie_id"": 648, ""movie_title"": ""Mission: Impossible (1996)"", ""rating"": 3.0, ""system_rating"": 3.00590769119365}"
100397_10_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 10, ""movie_title"": ""GoldenEye (1995)"", ""rating"": 4.0, ""system_rating"": 2.88377098838347}"
100397_736_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 736, ""movie_title"": ""Twister (1996)"", ""rating"": 2.0, ""system_rating"": 2.90973616089123}"
100397_736_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 736, ""movie_title"": ""Twister (1996)"", ""rating"": 2.0, ""system_rating"": 2.93988252180197}"
100397_2617_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 2617, ""movie_title"": ""Mummy, The (1999)"", ""rating"": 2.0, ""system_rating"": 2.87291958008002}"
100397_2617_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 2617, ""movie_title"": ""Mummy, The (1999)"", ""rating"": 2.0, ""system_rating"": 2.86723514108657}"
100397_2617_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 2617, ""movie_title"": ""Mummy, The (1999)"", ""rating"": 2.0, ""system_rating"": 2.90744297019583}"
100397_2617_946839667,100397,2000-01-02 19:01:07,RATE,"{""movie_id"": 2617, ""movie_title"": ""Mummy, The (1999)"", ""rating"": 2.0, ""system_rating"": 2.95975660319463}"
100397_380_946839692,100397,2000-01-02 19:01:32,RATE,"{""movie_id"": 380, ""movie_title"": ""True Lies (1994)"", ""rating"": 5.0, ""system_rating"": 3.08271644098513}"
100397_380_946839692,100397,2000-01-02 19:01:32,RATE,"{""movie_id"": 380, ""movie_title"": ""True Lies (1994)"", ""rating"": 5.0, ""system_rating"": 3.07337288929699}"
100397_434_946839692,100397,2000-01-02 19:01:32,RATE,"{""movie_id"": 434, ""movie_title"": ""Cliffhanger (1993)"", ""rating"": 4.0, ""system_rating"": 2.8099143526038}"
100397_434_946839692,100397,2000-01-02 19:01:32,RATE,"{""movie_id"": 434, ""movie_title"": ""Cliffhanger (1993)"", ""rating"": 4.0, ""system_rating"": 2.83109547094702}"
100397_1552_946839692,100397,2000-01-02 19:01:32,RATE,"{""movie_id"": 1552, ""movie_title"": ""Con Air (1997)"", ""rating"": 4.0, ""system_rating"": 2.84670686893524}"
100397_1917_946839712,100397,2000-01-02 19:01:52,RATE,"{""movie_id"": 1917, ""movie_title"": ""Armageddon (1998)"", ""rating"": 4.0, ""system_rating"": 2.56952247592669}"
100397_296_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 296, ""movie_title"": ""Pulp Fiction (1994)"", ""rating"": 5.0, ""system_rating"": 3.41165170266069}"
100397_296_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 296, ""movie_title"": ""Pulp Fiction (1994)"", ""rating"": 5.0, ""system_rating"": 3.36128912081571}"
100397_296_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 296, ""movie_title"": ""Pulp Fiction (1994)"", ""rating"": 5.0, ""system_rating"": 3.3702704109231}"
100397_296_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 296, ""movie_title"": ""Pulp Fiction (1994)"", ""rating"": 5.0, ""system_rating"": 3.43007418946354}"
100397_608_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 608, ""movie_title"": ""Fargo (1996)"", ""rating"": 5.0, ""system_rating"": 3.76133616564993}"
100397_608_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 608, ""movie_title"": ""Fargo (1996)"", ""rating"": 5.0, ""system_rating"": 3.74964355045019}"
100397_1089_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 1089, ""movie_title"": ""Reservoir Dogs (1992)"", ""rating"": 5.0, ""system_rating"": 3.44900924381579}"
100397_1089_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 1089, ""movie_title"": ""Reservoir Dogs (1992)"", ""rating"": 5.0, ""system_rating"": 3.47424376683876}"
100397_1617_946840194,100397,2000-01-02 19:09:54,RATE,"{""movie_id"": 1617, ""movie_title"": ""L.A. Confidential (1997)"", ""rating"": 4.0, ""system_rating"": 3.79877922403793}"
100397_47_946840213,100397,2000-01-02 19:10:13,RATE,"{""movie_id"": 47, ""movie_title"": ""Seven (a.k.a. Se7en) (1995)"", ""rating"": 5.0, ""system_rating"": 3.59192739358782}"
100397_1732_946840213,100397,2000-01-02 19:10:13,RATE,"{""movie_id"": 1732, ""movie_title"": ""Big Lebowski, The (1998)"", ""rating"": 4.0, ""system_rating"": 3.20651162008475}"
100397_6_946840247,100397,2000-01-02 19:10:47,RATE,"{""movie_id"": 6, ""movie_title"": ""Heat (1995)"", ""rating"": 5.0, ""system_rating"": 3.35838616093856}"
100397_1500_946840247,100397,2000-01-02 19:10:47,RATE,"{""movie_id"": 1500, ""movie_title"": ""Grosse Pointe Blank (1997)"", ""rating"": 3.0, ""system_rating"": 3.21736115245732}"
100397_1500_946840247,100397,2000-01-02 19:10:47,RATE,"{""movie_id"": 1500, ""movie_title"": ""Grosse Pointe Blank (1997)"", ""rating"": 3.0, ""system_rating"": 3.23328410843775}"
100397_1729_946840247,100397,2000-01-02 19:10:47,RATE,"{""movie_id"": 1729, ""movie_title"": ""Jackie Brown (1997)"", ""rating"": 4.0, ""system_rating"": 3.27634620835887}"
100397_1729_946840247,100397,2000-01-02 19:10:47,RATE,"{""movie_id"": 1729, ""movie_title"": ""Jackie Brown (1997)"", ""rating"": 4.0, ""system_rating"": 3.33912164902096}"
100397_293_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 293, ""movie_title"": ""L\u00e9on: The Professional (a.k.a. The Professional) (L\u00e9on) (1994)"", ""rating"": 5.0, ""system_rating"": 3.57088657268209}"
100397_293_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 293, ""movie_title"": ""L\u00e9on: The Professional (a.k.a. The Professional) (L\u00e9on) (1994)"", ""rating"": 5.0, ""system_rating"": 3.53325815334908}"
100397_367_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 367, ""movie_title"": ""Mask, The (1994)"", ""rating"": 2.0, ""system_rating"": 2.94343445755483}"
100397_367_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 367, ""movie_title"": ""Mask, The (1994)"", ""rating"": 2.0, ""system_rating"": 2.97838290326778}"
100397_367_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 367, ""movie_title"": ""Mask, The (1994)"", ""rating"": 2.0, ""system_rating"": 2.94885632199685}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67935583000398}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.66446198289203}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67410119084425}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67410119084425}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67064143782575}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67989191837909}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.66716268930204}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.66987557561418}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.66663543640367}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67270316052619}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67773044822623}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.68615554782625}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.66246487424435}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.67585891564821}"
100397_2391_946840267,100397,2000-01-02 19:11:07,RATE,"{""movie_id"": 2391, ""movie_title"": ""Simple Plan, A (1998)"", ""rating"": 5.0, ""system_rating"": 3.66942880268733}"
100397_1645_946840313,100397,2000-01-02 19:11:53,RATE,"{""movie_id"": 1645, ""movie_title"": ""The Devil's Advocate (1997)"", ""rating"": 4.0, ""system_rating"": 3.11094730231421}"
100397_1645_946840313,100397,2000-01-02 19:11:53,RATE,"{""movie_id"": 1645, ""movie_title"": ""The Devil's Advocate (1997)"", ""rating"": 4.0, ""system_rating"": 3.10197071114215}"
100397_1645_946840313,100397,2000-01-02 19:11:53,RATE,"{""movie_id"": 1645, ""movie_title"": ""The Devil's Advocate (1997)"", ""rating"": 4.0, ""system_rating"": 3.10018238864396}"
100397_924_946842717,100397,2000-01-02 19:51:57,RATE,"{""movie_id"": 924, ""movie_title"": ""2001: A Space Odyssey (1968)"", ""rating"": 4.0, ""system_rating"": 3.63371093845126}"
100397_1219_946842717,100397,2000-01-02 19:51:57,RATE,"{""movie_id"": 1219, ""movie_title"": ""Psycho (1960)"", ""rating"": 5.0, ""system_rating"": 3.89306113665306}"
100397_1219_946842717,100397,2000-01-02 19:51:57,RATE,"{""movie_id"": 1219, ""movie_title"": ""Psycho (1960)"", ""rating"": 5.0, ""system_rating"": 3.94258839467614}"
100397_1219_946842717,100397,2000-01-02 19:51:57,RATE,"{""movie_id"": 1219, ""movie_title"": ""Psycho (1960)"", ""rating"": 5.0, ""system_rating"": 3.95690364036256}"
101362_7254_1146620279,101362,2006-05-03 01:37:59,RATE,"{""movie_id"": 7254, ""movie_title"": ""The Butterfly Effect (2004)"", ""rating"": 4.0, ""system_rating"": 3.56805673284403}"
101362_260_1146620618,101362,2006-05-03 01:43:38,RATE,"{""movie_id"": 260, ""movie_title"": ""Star Wars: Episode IV - A New Hope (1977)"", ""rating"": 5.0, ""system_rating"": 4.05178436988793}"
101362_44191_1146620913,101362,2006-05-03 01:48:33,RATE,"{""movie_id"": 44191, ""movie_title"": ""V for Vendetta (2006)"", ""rating"": 5.0, ""system_rating"": 3.77067240572522}"
101362_7458_1146621121,101362,2006-05-03 01:52:01,RATE,"{""movie_id"": 7458, ""movie_title"": ""Troy (2004)"", ""rating"": 5.0, ""system_rating"": 3.31184516768662}"
101362_1088_1147052103,101362,2006-05-08 01:35:03,RATE,"{""movie_id"": 1088, ""movie_title"": ""Dirty Dancing (1987)"", ""rating"": 4.0, ""system_rating"": 3.09733852613432}"
101362_593_1147052129,101362,2006-05-08 01:35:29,RATE,"{""movie_id"": 593, ""movie_title"": ""Silence of the Lambs, The (1991)"", ""rating"": 4.0, ""system_rating"": 4.03379725726121}"
101362_2291_1147052854,101362,2006-05-08 01:47:34,RATE,"{""movie_id"": 2291, ""movie_title"": ""Edward Scissorhands (1990)"", ""rating"": 4.0, ""system_rating"": 3.45445866752687}"
101362_2291_1147052854,101362,2006-05-08 01:47:34,RATE,"{""movie_id"": 2291, ""movie_title"": ""Edward Scissorhands (1990)"", ""rating"": 4.0, ""system_rating"": 3.46279278284453}"
101362_673_1147052873,101362,2006-05-08 01:47:53,RATE,"{""movie_id"": 673, ""movie_title"": ""Space Jam (1996)"", ""rating"": 3.5, ""system_rating"": 2.56392088748108}"
101362_3578_1147053318,101362,2006-05-08 01:55:18,RATE,"{""movie_id"": 3578, ""movie_title"": ""Gladiator (2000)"", ""rating"": 4.0, ""system_rating"": 3.95072481378412}"
101362_7293_1147053620,101362,2006-05-08 02:00:20,RATE,"{""movie_id"": 7293, ""movie_title"": ""50 First Dates (2004)"", ""rating"": 4.0, ""system_rating"": 3.23534093764288}"
101362_7293_1147053620,101362,2006-05-08 02:00:20,RATE,"{""movie_id"": 7293, ""movie_title"": ""50 First Dates (2004)"", ""rating"": 4.0, ""system_rating"": 3.24240117132397}"
101362_7293_1147053620,101362,2006-05-08 02:00:20,RATE,"{""movie_id"": 7293, ""movie_title"": ""50 First Dates (2004)"", ""rating"": 4.0, ""system_rating"": 3.24289519739132}"
101362_597_1147053642,101362,2006-05-08 02:00:42,RATE,"{""movie_id"": 597, ""movie_title"": ""Pretty Woman (1990)"", ""rating"": 4.0, ""system_rating"": 3.26725956361125}"
101362_231_1147053684,101362,2006-05-08 02:01:24,RATE,"{""movie_id"": 231, ""movie_title"": ""Dumb & Dumber (Dumb and Dumber) (1994)"", ""rating"": 4.0, ""system_rating"": 2.75626389932719}"
101362_39_1147053788,101362,2006-05-08 02:03:08,RATE,"{""movie_id"": 39, ""movie_title"": ""Clueless (1995)"", ""rating"": 3.5, ""system_rating"": 3.27859093798896}"
101362_5349_1147053906,101362,2006-05-08 02:05:06,RATE,"{""movie_id"": 5349, ""movie_title"": ""Spider-Man (2002)"", ""rating"": 4.5, ""system_rating"": 3.5049612707481}"
101362_1196_1147054041,101362,2006-05-08 02:07:21,RATE,"{""movie_id"": 1196, ""movie_title"": ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""rating"": 5.0, ""system_rating"": 4.0758736740024}"
101362_6934_1147054127,101362,2006-05-08 02:08:47,RATE,"{""movie_id"": 6934, ""movie_title"": ""Matrix Revolutions, The (2003)"", ""rating"": 4.5, ""system_rating"": 3.17322380390086}"
101420_55768_1275166037,101420,2010-05-29 20:47:17,RATE,"{""movie_id"": 55768, ""movie_title"": ""Bee Movie (2007)"", ""rating"": 4.0, ""system_rating"": 3.06142349106954}"
101420_73042_1275166490,101420,2010-05-29 20:54:50,RATE,"{""movie_id"": 73042, ""movie_title"": ""Alvin and the Chipmunks: The Squeakquel (2009)"", ""rating"": 5.0, ""system_rating"": 2.26028721376322}"
101420_72998_1275166519,101420,2010-05-29 20:55:19,RATE,"{""movie_id"": 72998, ""movie_title"": ""Avatar (2009)"", ""rating"": 5.0, ""system_rating"": 4.02316627492418}"
101420_72998_1275166519,101420,2010-05-29 20:55:19,RATE,"{""movie_id"": 72998, ""movie_title"": ""Avatar (2009)"", ""rating"": 5.0, ""system_rating"": 3.96648366840567}"
101420_72998_1275166519,101420,2010-05-29 20:55:19,RATE,"{""movie_id"": 72998, ""movie_title"": ""Avatar (2009)"", ""rating"": 5.0, ""system_rating"": 3.98200914980368}"
101420_1270_1275166629,101420,2010-05-29 20:57:09,RATE,"{""movie_id"": 1270, ""movie_title"": ""Back to the Future (1985)"", ""rating"": 4.5, ""system_rating"": 2.94442593906921}"
101420_1270_1275166629,101420,2010-05-29 20:57:09,RATE,"{""movie_id"": 1270, ""movie_title"": ""Back to the Future (1985)"", ""rating"": 4.5, ""system_rating"": 2.95011076665838}"
101420_2011_1275166633,101420,2010-05-29 20:57:13,RATE,"{""movie_id"": 2011, ""movie_title"": ""Back to the Future Part II (1989)"", ""rating"": 5.0, ""system_rating"": 2.47743937429793}"
101420_2012_1275166637,101420,2010-05-29 20:57:17,RATE,"{""movie_id"": 2012, ""movie_title"": ""Back to the Future Part III (1990)"", ""rating"": 4.5, ""system_rating"": 2.26843540477636}"
101420_64969_1275166683,101420,2010-05-29 20:58:03,RATE,"{""movie_id"": 64969, ""movie_title"": ""Yes Man (2008)"", ""rating"": 5.0, ""system_rating"": 3.25562248209791}"
101420_4993_1275166705,101420,2010-05-29 20:58:25,RATE,"{""movie_id"": 4993, ""movie_title"": ""Lord of the Rings: The Fellowship of the Ring, The (2001)"", ""rating"": 4.0, ""system_rating"": 4.03922475174097}"
101420_4993_1275166705,101420,2010-05-29 20:58:25,RATE,"{""movie_id"": 4993, ""movie_title"": ""Lord of the Rings: The Fellowship of the Ring, The (2001)"", ""rating"": 4.0, ""system_rating"": 4.03734662771855}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.16522846046615}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.13325758803875}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.13073322215055}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.11906922104807}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.12381134648165}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.09890341705668}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.02355123622692}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.02736024532094}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.01482410303236}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.05186961621636}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.05876077305489}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.037020580834}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.03694944338228}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.0850594051917}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.08503705651524}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.04805858072082}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.10617156579177}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.07374208701652}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.0586938716246}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.11087722768484}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.08579592614107}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.04986675125683}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.07839809747358}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.13337223852681}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.13339309614299}"
101420_7153_1275166707,101420,2010-05-29 20:58:27,RATE,"{""movie_id"": 7153, ""movie_title"": ""Lord of the Rings: The Return of the King, The (2003)"", ""rating"": 4.0, ""system_rating"": 4.09558975911797}"
