"session_id","event_id","timestamp","action_type","content","query","query_index","data_type","serp_results","num_results","url","title","doc_index","click_position"
"1035_12","1035_12_qq-2_serp","2006-03-09 16:58:18","SERP_VIEW","Viewed 10 results: www english to spanish com, diction ar engle z roman english romanian dictionary online, comprehensive english urdu dictionary with advance search urdu seek com english urdu dictionary (+7 more)","spanish english dictionary online","q-2","0","[{""doc_index"": ""d-104465"", ""url"": ""http://www.englishtospanish.com"", ""title"": ""www english to spanish com""}, {""doc_index"": ""d-393429"", ""url"": ""http://www.dictionare.com"", ""title"": ""diction ar engle z roman english romanian dictionary online""}, {""doc_index"": ""d-535757"", ""url"": ""http://urduseek.com"", ""title"": ""comprehensive english urdu dictionary with advance search urdu seek com english urdu dictionary""}, {""doc_index"": ""d-2930"", ""url"": ""http://www.online-medical-dictionary.org"", ""title"": ""medical dictionary online medical dictionary org""}, {""doc_index"": ""d-264993"", ""url"": ""http://www.yiddishdictionaryonline.com"", ""title"": ""yiddish dictionary online""}, {""doc_index"": ""d-1100"", ""url"": ""http://www.freedict.com"", ""title"": ""free online dictionaries""}, {""doc_index"": ""d-1215"", ""url"": ""http://www.jb-translator.com"", ""title"": ""english to spanish translation professional services in spanish translation""}, {""doc_index"": ""d-758044"", ""url"": ""http://spanish.pocket-pc-dictionaries.penreader.com"", ""title"": ""spanish pocket pc dictionaries pen reader com""}, {""doc_index"": ""d-5446"", ""url"": ""http://www.vocabulary.com"", ""title"": ""vocabulary com learn words english dictionary""}, {""doc_index"": ""d-297521"", ""url"": ""http://spanish.typeit.org"", ""title"": ""type spanish accents online spanish keyboard""}]","10.0","","","",""
"1035_12","1035_12_qq-2_cd-1100","2006-03-09 16:58:18","CLICK","free online dictionaries","spanish english dictionary online","q-2","0","","","http://www.freedict.com","free online dictionaries","d-1100","5.0"
"1035_13","1035_13_qq-3","2006-03-10 06:27:23","QUERY","google","google","q-3","0","","","","","",""
"1035_13","1035_13_qq-3_serp","2006-03-10 06:27:23","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_13","1035_13_qq-3_cd-393","2006-03-10 06:27:23","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_13","1035_13_qq-3","2006-03-10 06:34:02","QUERY","google","google","q-3","0","","","","","",""
"1035_13","1035_13_qq-3_serp","2006-03-10 06:34:02","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_13","1035_13_qq-3_cd-393","2006-03-10 06:34:02","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_14","1035_14_qq-3","2006-03-10 16:48:16","QUERY","google","google","q-3","0","","","","","",""
"1035_14","1035_14_qq-3_serp","2006-03-10 16:48:16","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_14","1035_14_qq-3_cd-393","2006-03-10 16:48:16","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_15","1035_15_qq-3","2006-03-11 10:06:32","QUERY","google","google","q-3","0","","","","","",""
"1035_15","1035_15_qq-3_serp","2006-03-11 10:06:32","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_15","1035_15_qq-3_cd-393","2006-03-11 10:06:32","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_16","1035_16_qq-5","2006-03-13 18:58:02","QUERY","yahoo","yahoo","q-5","0","","","","","",""
"1035_16","1035_16_qq-5_serp","2006-03-13 18:58:02","SERP_VIEW","Viewed 10 results: bookmarks yahoo com, ny yahoo com, rc yahoo com (+7 more)","yahoo","q-5","0","[{""doc_index"": ""d-157949"", ""url"": ""http://bookmarks.yahoo.com"", ""title"": ""bookmarks yahoo com""}, {""doc_index"": ""d-22220"", ""url"": ""http://ny.yahoo.com"", ""title"": ""ny yahoo com""}, {""doc_index"": ""d-839269"", ""url"": ""http://rc.yahoo.com"", ""title"": ""rc yahoo com""}, {""doc_index"": ""d-427546"", ""url"": ""http://fr.music.yahoo.com"", ""title"": ""yahoo actualit s""}, {""doc_index"": ""d-11508"", ""url"": ""http://games.yahoo.com"", ""title"": ""games yahoo com""}, {""doc_index"": ""d-726"", ""url"": ""http://www.yahoo.com"", ""title"": ""www yahoo com""}, {""doc_index"": ""d-695555"", ""url"": ""http://kr.yahoo.com"", ""title"": ""kr yahoo com""}, {""doc_index"": ""d-49189"", ""url"": ""http://developer.yahoo.com"", ""title"": ""yahoo developer network""}, {""doc_index"": ""d-346430"", ""url"": ""http://avatars.yahoo.com"", ""title"": ""avatars yahoo com""}, {""doc_index"": ""d-41227"", ""url"": ""http://in.news.yahoo.com"", ""title"": ""yahoo news india""}]","10.0","","","",""
"1035_16","1035_16_qq-5_cd-726","2006-03-13 18:58:02","CLICK","www yahoo com","yahoo","q-5","0","","","http://www.yahoo.com","www yahoo com","d-726","5.0"
"1035_17","1035_17_qq-3","2006-03-14 09:13:45","QUERY","google","google","q-3","0","","","","","",""
"1035_17","1035_17_qq-3_serp","2006-03-14 09:13:45","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_17","1035_17_qq-3_cd-393","2006-03-14 09:13:45","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_18","1035_18_qq-1","2006-03-14 15:20:57","QUERY","diaryland","diaryland","q-1","0","","","","","",""
"1035_18","1035_18_qq-1_serp","2006-03-14 15:20:57","SERP_VIEW","Viewed 10 results: diary land members area, diary land members area, diary land members area (+7 more)","diaryland","q-1","0","[{""doc_index"": ""d-440399"", ""url"": ""http://groovy-decay.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-562364"", ""url"": ""http://secretus.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-944748"", ""url"": ""http://missprint.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-46840"", ""url"": ""http://fsdesigns.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-62632"", ""url"": ""http://bratzfanlist.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-487601"", ""url"": ""http://vjkao.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-367856"", ""url"": ""http://gothamite.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-668743"", ""url"": ""http://painguin14.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-310799"", ""url"": ""http://xtremex.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-1099"", ""url"": ""http://www.diaryland.com"", ""title"": ""diary land members area""}]","10.0","","","",""
"1035_18","1035_18_qq-1_cd-1099","2006-03-14 15:20:57","CLICK","diary land members area","diaryland","q-1","0","","","http://www.diaryland.com","diary land members area","d-1099","9.0"
"1035_19","1035_19_qq-3","2006-03-15 07:54:29","QUERY","google","google","q-3","0","","","","","",""
"1035_19","1035_19_qq-3_serp","2006-03-15 07:54:29","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_19","1035_19_qq-3_cd-393","2006-03-15 07:54:29","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_2","1035_2_qq-1","2006-03-01 16:47:51","QUERY","diaryland","diaryland","q-1","0","","","","","",""
"1035_2","1035_2_qq-1_serp","2006-03-01 16:47:51","SERP_VIEW","Viewed 10 results: diary land members area, diary land members area, diary land members area (+7 more)","diaryland","q-1","0","[{""doc_index"": ""d-440399"", ""url"": ""http://groovy-decay.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-562364"", ""url"": ""http://secretus.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-944748"", ""url"": ""http://missprint.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-46840"", ""url"": ""http://fsdesigns.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-62632"", ""url"": ""http://bratzfanlist.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-487601"", ""url"": ""http://vjkao.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-367856"", ""url"": ""http://gothamite.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-668743"", ""url"": ""http://painguin14.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-310799"", ""url"": ""http://xtremex.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-1099"", ""url"": ""http://www.diaryland.com"", ""title"": ""diary land members area""}]","10.0","","","",""
"1035_2","1035_2_qq-1_cd-1099","2006-03-01 16:47:51","CLICK","diary land members area","diaryland","q-1","0","","","http://www.diaryland.com","diary land members area","d-1099","9.0"
"1035_20","1035_20_qq-3","2006-03-15 18:24:34","QUERY","google","google","q-3","0","","","","","",""
"1035_20","1035_20_qq-3_serp","2006-03-15 18:24:34","SERP_VIEW","Viewed 10 results: google y com, www google nl, www google sk (+7 more)","google","q-3","0","[{""doc_index"": ""d-593459"", ""url"": ""http://www.googley.com"", ""title"": ""google y com""}, {""doc_index"": ""d-771420"", ""url"": ""http://www.google.nl"", ""title"": ""www google nl""}, {""doc_index"": ""d-726109"", ""url"": ""http://www.google.sk"", ""title"": ""www google sk""}, {""doc_index"": ""d-2527"", ""url"": ""http://catalogs.google.com"", ""title"": ""catalogs google com""}, {""doc_index"": ""d-506561"", ""url"": ""http://all-about-google.blogspot.com"", ""title"": ""all about google""}, {""doc_index"": ""d-393"", ""url"": ""http://www.google.com"", ""title"": ""www google com""}, {""doc_index"": ""d-126913"", ""url"": ""http://www.google.it"", ""title"": ""www google it""}, {""doc_index"": ""d-131757"", ""url"": ""http://answer.google.com"", ""title"": ""answer google com""}, {""doc_index"": ""d-81538"", ""url"": ""http://desktop.google.com"", ""title"": ""desktop google com""}, {""doc_index"": ""d-941924"", ""url"": ""http://googleitalia.blogspot.com"", ""title"": ""google italy blog""}]","10.0","","","",""
"1035_20","1035_20_qq-3_cd-393","2006-03-15 18:24:34","CLICK","www google com","google","q-3","0","","","http://www.google.com","www google com","d-393","5.0"
"1035_21","1035_21_qq-1","2006-03-17 12:37:45","QUERY","diaryland","diaryland","q-1","0","","","","","",""
"1035_21","1035_21_qq-1_serp","2006-03-17 12:37:45","SERP_VIEW","Viewed 10 results: diary land members area, diary land members area, diary land members area (+7 more)","diaryland","q-1","0","[{""doc_index"": ""d-440399"", ""url"": ""http://groovy-decay.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-562364"", ""url"": ""http://secretus.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-944748"", ""url"": ""http://missprint.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-46840"", ""url"": ""http://fsdesigns.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-62632"", ""url"": ""http://bratzfanlist.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-487601"", ""url"": ""http://vjkao.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-367856"", ""url"": ""http://gothamite.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-668743"", ""url"": ""http://painguin14.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-310799"", ""url"": ""http://xtremex.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-1099"", ""url"": ""http://www.diaryland.com"", ""title"": ""diary land members area""}]","10.0","","","",""
"1035_21","1035_21_qq-1_cd-1099","2006-03-17 12:37:45","CLICK","diary land members area","diaryland","q-1","0","","","http://www.diaryland.com","diary land members area","d-1099","9.0"
"1035_22","1035_22_qq-1","2006-03-18 07:14:48","QUERY","diaryland","diaryland","q-1","0","","","","","",""
"1035_22","1035_22_qq-1_serp","2006-03-18 07:14:48","SERP_VIEW","Viewed 10 results: diary land members area, diary land members area, diary land members area (+7 more)","diaryland","q-1","0","[{""doc_index"": ""d-440399"", ""url"": ""http://groovy-decay.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-562364"", ""url"": ""http://secretus.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-944748"", ""url"": ""http://missprint.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-46840"", ""url"": ""http://fsdesigns.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-62632"", ""url"": ""http://bratzfanlist.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-487601"", ""url"": ""http://vjkao.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-367856"", ""url"": ""http://gothamite.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-668743"", ""url"": ""http://painguin14.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-310799"", ""url"": ""http://xtremex.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-1099"", ""url"": ""http://www.diaryland.com"", ""title"": ""diary land members area""}]","10.0","","","",""
"1035_22","1035_22_qq-1_cd-1099","2006-03-18 07:14:48","CLICK","diary land members area","diaryland","q-1","0","","","http://www.diaryland.com","diary land members area","d-1099","9.0"
"1035_23","1035_23_qq-7","2006-03-18 12:21:46","QUERY","carrieunderwoodlyrics","carrieunderwoodlyrics","q-7","0","","","","","",""
"1035_23","1035_23_qq-7_serp","2006-03-18 12:21:46","SERP_VIEW","Viewed 10 results: lyric storm com, wonder lyrics com, wonder lyrics com (+7 more)","carrieunderwoodlyrics","q-7","0","[{""doc_index"": ""d-904840"", ""url"": ""http://lyricstorm.com"", ""title"": ""lyric storm com""}, {""doc_index"": ""d-269818"", ""url"": ""http://tams-lyrics.wonderlyrics.com"", ""title"": ""wonder lyrics com""}, {""doc_index"": ""d-143026"", ""url"": ""http://goldfrapp-lyrics.wonderlyrics.com"", ""title"": ""wonder lyrics com""}, {""doc_index"": ""d-556630"", ""url"": ""http://bobby-caldwell-lyrics.wonderlyrics.com"", ""title"": ""wonder lyrics com""}, {""doc_index"": ""d-844225"", ""url"": ""http://kandi-lyrics.wonderlyrics.com"", ""title"": ""wonder lyrics com""}, {""doc_index"": ""d-1113"", ""url"": ""http://www.musicsonglyrics.com"", ""title"": ""music song lyrics""}, {""doc_index"": ""d-180197"", ""url"": ""http://the-soundlovers-lyrics.wonderlyrics.com"", ""title"": ""wonder lyrics com""}, {""doc_index"": ""d-380451"", ""url"": ""http://www.lyric.net"", ""title"": ""www lyric net""}, {""doc_index"": ""d-843038"", ""url"": ""http://www.lyrics2.co.uk"", ""title"": ""home lyrics 2""}, {""doc_index"": ""d-296782"", ""url"": ""http://www.boldlyrics.com"", ""title"": ""bold lyrics com""}]","10.0","","","",""
"1035_23","1035_23_qq-7_cd-1113","2006-03-18 12:21:46","CLICK","music song lyrics","carrieunderwoodlyrics","q-7","0","","","http://www.musicsonglyrics.com","music song lyrics","d-1113","5.0"
"1035_24","1035_24_qq-1","2006-03-19 09:36:39","QUERY","diaryland","diaryland","q-1","0","","","","","",""
"1035_24","1035_24_qq-1_serp","2006-03-19 09:36:39","SERP_VIEW","Viewed 10 results: diary land members area, diary land members area, diary land members area (+7 more)","diaryland","q-1","0","[{""doc_index"": ""d-440399"", ""url"": ""http://groovy-decay.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-562364"", ""url"": ""http://secretus.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-944748"", ""url"": ""http://missprint.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-46840"", ""url"": ""http://fsdesigns.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-62632"", ""url"": ""http://bratzfanlist.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-487601"", ""url"": ""http://vjkao.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-367856"", ""url"": ""http://gothamite.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-668743"", ""url"": ""http://painguin14.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-310799"", ""url"": ""http://xtremex.diaryland.com"", ""title"": ""diary land members area""}, {""doc_index"": ""d-1099"", ""url"": ""http://www.diaryland.com"", ""title"": ""diary land members area""}]","10.0","","","",""
"1035_24","1035_24_qq-1_cd-1099","2006-03-19 09:36:39","CLICK","diary land members area","diaryland","q-1","0","","","http://www.diaryland.com","diary land members area","d-1099","9.0"
"1035_25","1035_25_qq-1","2006-03-20 15:00:45","QUERY","diaryland","diaryland","q-1","0","","","","","",""
